Categoria;Accion recomendada;Prioridad;ID Odoo;ID WooCommerce;Referencia interna;SKU WC;Nombre;Enlazado WC;Origen;Stock;Pedidos;Variantes;Tipo producto Odoo;Producto relacionado ID;Producto relacionado nombre;Causa / motivo;Notas
DUPLICADO REFERENCIA;REVISAR;BAJA;1664;;EPZ01410;;"PANEL LCD 10&quot; HAPPY";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;424;;EPZ01480;;"PANEL TACTIL 7&apos;&apos; HAPPY HCH/HCS/HCD2/HCR2/HCR3";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR - tiene pedidos;MEDIA;3143;;EPZ01480;;PANEL TACTIL 7'' HAPPY HCH/HCS/HCD2/HCR2/HCR3;NO;medio;0.0;1;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2431;;EPZ01490;;"PANTALLA LCD HAPPY 7&quot;";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2225;;FC345;;"BASTIDOR FAST CLAMPING 3,5&quot;X4&quot;(89X101,5MM)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2224;;FC45;;"BASTIDOR FAST CLAMPING 4,5&quot;X4,5&quot; (114X114MM)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2226;;FC456;;"BASTIDOR FAST CLAMPING 4,5&quot;X6&quot; (114,3X152,4MM)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2223;;FC65;;"BASTIDOR FAST CLAMPING 6,5&quot;X6,5&quot; (165,1X165,1MM)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3083;;FRA44003;;"Cap hold frame ass&apos;y (wide type) HAPPY";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3234;;FRA44003;;Cap hold frame ass'y (wide type) HAPPY;NO;import reciente;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3130;;FW-711445;;HILO DE LANA FISWOOLY 1000MT;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3131;;FW-711445;;HILO DE LANA FISWOOLY 1000MT;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2857;;HCA04100;;"CUCHILLA FIJA HAPPY &quot;B&quot; HCA/HCG/HCM";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1360;;HCB79210;;"MOTOR &quot;Y&quot; HAPPY HCS2";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3178;;HCB79210;;"MOTOR ""Y"" HAPPY HCS2";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1088;;HCB79600;;"POTENCIOMETRO CAMBIO COLOR HCH-HCS2-HCU/HCU2 POTENTIOMETER ASS&apos;Y HAPPY";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3168;;HCB79600;;POTENCIOMETRO CAMBIO COLOR HCH-HCS2-HCU/HCU2 POTENTIOMETER ASS'Y HAPPY;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1010;;HCB914022;;"THREAD HOLDER ASS&apos;Y HAPPY HCS/HCS2";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3163;;HCB914022;;THREAD HOLDER ASS'Y HAPPY HCS/HCS2;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1021;;HCBU08040;;"POSITIONING PLATE ASS&apos;Y-HCS Upgrade Kit A HAPPY";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3165;;HCBU08040;;POSITIONING PLATE ASS'Y-HCS Upgrade Kit A HAPPY;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1016;;HCBU13020;;"LEVER FOR PRESSURE FOOT ASS&apos;Y HAPPY HCH/HCS/HCS2";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3164;;HCBU13020;;LEVER FOR PRESSURE FOOT ASS'Y HAPPY HCH/HCS/HCS2;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1009;;HCBU14011;;"THREAD CATCHER ASS&apos;Y-HCS Upgrade kit a HAPPY";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3162;;HCBU14011;;THREAD CATCHER ASS'Y-HCS Upgrade kit a HAPPY;NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2314;;HCD05A13;;"SOPORTE CUCHILLAS HAPPY HCD2 // THREAD CUTTING DEVICE BASE ASS&apos;Y";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2592;;HCD29540;;"REAR COVER (10.4 in) HAPPY (SOPORTE LCD 10&quot;)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3043;;HCD29572;;"CARCASA FRONTAL PANEL 10&quot; HAPPY";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3233;;HCD29572;;"CARCASA FRONTAL PANEL 10"" HAPPY";NO;import reciente;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1665;;HCD72800;;"CABLE CONEXIÓN LCD 10&quot; HAPPY";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1926;;HCD79621;;"MODULO CORE 7&quot; PANEL LCD HAPPY";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1028;;HCD79720;;DRIVER MOVIMIENTOS X, Y, A. PARA MÁQUINA DE BORDAR HAPPY MODELO HCU. SERVOPACK 200V YASKAWA.;NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3167;;HCD79720;;"DRIVER MOVIMIENTOS X, Y, A. PARA MÁQUINA DE BORDAR HAPPY MODELO HCU.
SERVOPACK 200V YASKAWA.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3137;;HCD81022;;"LCD ATA CIRCUIT BOARD (Pb FREE) ASSY HAPPY &quot;HCS LCD COLOR&quot;";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3237;;HCD81022;;"LCD ATA CIRCUIT BOARD (Pb FREE) ASSY HAPPY ""HCS LCD COLOR""";NO;import reciente;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1125;;HCD81092H;;"PLACA DE POSICION &quot;L&quot; Y &quot;C&quot; HAPPY HCD2 (TIMING BOARD)";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3170;;HCD81092H;;"PLACA DE POSICION ""L"" Y ""C"" HAPPY HCD2 (TIMING BOARD)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1121;;HCD81093;;"CONJUNTO PLACA DE POSICION &quot;L&quot; Y &quot;C&quot; HAPPY HCD2 (TIMING BOARD)";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3169;;HCD81093;;"CONJUNTO PLACA DE POSICION ""L"" Y ""C"" HAPPY HCD2 (TIMING BOARD)";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2428;;HCDU37A41;;"BASTIDOR PORTAL &quot;X&quot; HAPPY HCD2-X (400X1200).";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;436;;HCHplus-701 S/G;;HAPPY HCHplus-701-30 S/G .;NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3146;;HCHplus-701 S/G;;"HAPPY HCHplus-701-30 S/G
.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;1287;;HCR15B40;;"SUJETAHILOS TIPO CLIP happy hcd2/hcr2 moderno/HOLDER ASS&apos;Y (lower)";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3176;;HCR15B40;;SUJETAHILOS TIPO CLIP happy hcd2/hcr2 moderno/HOLDER ASS'Y (lower);NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;2322;;HCR16A46;;CONJUNTO TENSOR DETECCIÓN DE HILO HAPPY HCR2. (TENSOR NEGRO COMPLETO);NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;455;;HCR3-1502-45;;"HAPPY HCR3-X1502-45  Máquina de bordar, de 2 cabezas y 15 agujas, con una distancia entre cabezales de 500mm., un campo de bordado de 450x500mm. en plano y de 420x440mm. con bastidor tubular a una velocidad de 1.200rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). - 999 memorias con 40.000.000 de puntadas libres. - Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot; con conexión wifi incorporada para la transferencia bidireccional ente ordenador y máquina de diseños, son necesidad de acceso a internet. - Desde el panel tenemos la posibilidad desde crear albafetos, como combinar 3 diseños en 1, así como una gran capacidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - Puertos USB/LAN. - Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuelas, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.  Equipamiento suministrado con la máquina: - Bastidor portal. .-3 juegos de bastidores tubulares a elegir entre varias medidas. -Kit bastidor de gorras.";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3154;;HCR3-1502-45;;"HAPPY HCR3-X1502-45

Máquina de bordar, de 2 cabezas y 15 agujas, con una distancia entre cabezales de 500mm., un campo de bordado de 450x500mm. en plano y de 420x440mm. con bastidor tubular a una velocidad de 1.200rpm.
- Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z).
- 999 memorias con 40.000.000 de puntadas libres.
- Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4"" con conexión wifi incorporada para la transferencia bidireccional ente ordenador y máquina de diseños, son necesidad de acceso a internet.
- Desde el panel tenemos la posibilidad desde crear albafetos, como combinar 3 diseños en 1, así como una gran capacidad de funciones para la edición y el posicionamiento de los bordados.
- Bobinador de hilo de canilla con motor independiente.
- Puertos USB/LAN.
- Iluminación led sobre el área de bordado.
- Opcionalmente dispone de dispositivos de lentejuelas, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.

Equipamiento suministrado con la máquina:
- Bastidor portal.
.-3 juegos de bastidores tubulares a elegir entre varias medidas.
-Kit bastidor de gorras.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;454;;HCR3-1502-45 S/G;;"HAPPY HCR3-X1502-45 S/G  Máquina de bordar, de 2 cabezas y 15 agujas, con una distancia entre cabezales de 500mm., un campo de bordado de 450x500mm. en plano y de 420x440mm. con bastidor tubular a una velocidad de 1.200rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). - 999 memorias con 40.000.000 de puntadas libres. - Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot; con conexión wifi incorporada para la transferencia bidireccional ente ordenador y máquina de diseños, son necesidad de acceso a internet. - Desde el panel tenemos la posibilidad desde crear albafetos, como combinar 3 diseños en 1, así como una gran capacidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - Puertos USB/LAN. - Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuelas, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.  Equipamiento suministrado con la máquina: - Bastidor portal. .-3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3153;;HCR3-1502-45 S/G;;"HAPPY HCR3-X1502-45 S/G

Máquina de bordar, de 2 cabezas y 15 agujas, con una distancia entre cabezales de 500mm., un campo de bordado de 450x500mm. en plano y de 420x440mm. con bastidor tubular a una velocidad de 1.200rpm.
- Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z).
- 999 memorias con 40.000.000 de puntadas libres.
- Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4"" con conexión wifi incorporada para la transferencia bidireccional ente ordenador y máquina de diseños, son necesidad de acceso a internet.
- Desde el panel tenemos la posibilidad desde crear albafetos, como combinar 3 diseños en 1, así como una gran capacidad de funciones para la edición y el posicionamiento de los bordados.
- Bobinador de hilo de canilla con motor independiente.
- Puertos USB/LAN.
- Iluminación led sobre el área de bordado.
- Opcionalmente dispone de dispositivos de lentejuelas, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.

Equipamiento suministrado con la máquina:
- Bastidor portal.
.-3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;425;;HCR3-1504-45;;"HAPPY HCR3-1504-45 - Máquina de bordar, de 4 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). - 999 memorias con 40.000.000 de puntadas libres. - Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot; con conexión wifi incorporada para la tranferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet. - desde el panel tenemos la posibilidad desde crear alfabetos como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - puertos usb/lan. - 1000 memorias. - Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.  - Equipamiento suministrado con la máquina: . Bastidor portal . Kit Bastidor de gorras  . 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3144;;HCR3-1504-45;;"HAPPY HCR3-1504-45
- Máquina de bordar, de 4 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm.
- Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z).
- 999 memorias con 40.000.000 de puntadas libres.
- Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4"" con conexión wifi incorporada para la tranferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet.
- desde el panel tenemos la posibilidad desde crear alfabetos como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados.
- Bobinador de hilo de canilla con motor independiente.
- puertos usb/lan.
- 1000 memorias.
- Iluminación led sobre el área de bordado.
- Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.

- Equipamiento suministrado con la máquina:
. Bastidor portal
. Kit Bastidor de gorras 
. 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;426;;HCR3-1504-45 S/G;;"HAPPY HCR3-1504-45 S/G -Máquina de bordar, de 4 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). - 999 memorias con 40.000.000 de puntadas libres. -Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot;, con conexión WIFI incorporada para la transferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet. -Desde el panel tenemos la posibilidad, desde crear alfabetos, como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - Puertos usb/lan. -Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.  - Equipamiento suministrado con la máquina: -Bastidor portal. - 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3145;;HCR3-1504-45 S/G;;"HAPPY HCR3-1504-45 S/G
-Máquina de bordar, de 4 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm.
- Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z).
- 999 memorias con 40.000.000 de puntadas libres.
-Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4"", con conexión WIFI incorporada para la transferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet.
-Desde el panel tenemos la posibilidad, desde crear alfabetos, como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados.
- Bobinador de hilo de canilla con motor independiente.
- Puertos usb/lan.
-Iluminación led sobre el área de bordado.
- Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.

- Equipamiento suministrado con la máquina:
-Bastidor portal.
- 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;445;;HCR3-1506-45;;"HAPPY HCR3-1506-45  - Máquina de bordar, de 6 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). - 999 memorias con 40.000.000 de puntadas libres. - Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot; con conexión wifi incorporada para la tranferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet. - desde el panel tenemos la posibilidad desde crear alfabetos como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - puertos usb/lan. - 1000 memorias. - Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos. -  Equipamiento suministrado con la máquina: - Bastidor portal - Kit bastidor gorras.  - 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;3148;;HCR3-1506-45;;"HAPPY HCR3-1506-45 
- Máquina de bordar, de 6 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm.
- Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z).
- 999 memorias con 40.000.000 de puntadas libres.
- Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4"" con conexión wifi incorporada para la tranferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet.
- desde el panel tenemos la posibilidad desde crear alfabetos como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados.
- Bobinador de hilo de canilla con motor independiente.
- puertos usb/lan.
- 1000 memorias.
- Iluminación led sobre el área de bordado.
- Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.
-
 Equipamiento suministrado con la máquina:
- Bastidor portal
- Kit bastidor gorras.
 - 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;medio;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;444;;HCR3-1506-45 S/G;;"HAPPY HCR3-1506-45 S/G - Máquina de bordar, de 6 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). - 999 memorias con 40.000.000 de puntadas libres. - Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot; con conexión wifi incorporada para la tranferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet. - desde el panel tenemos la posibilidad desde crear alfabetos como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - puertos usb/lan. - 1000 memorias. - Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.  - Equipamiento suministrado con la máquina: - Bastidor portal  - 3 juegos de bastidores tubulares a elegir entre varias medidas.u";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR - tiene pedidos;MEDIA;3147;;HCR3-1506-45 S/G;;"HAPPY HCR3-1506-45 S/G
- Máquina de bordar, de 6 cabezas y 15 agujas, con una distancia entre cabezales de 360mm, un campo de bordado de 450x360mm en plano y de 320x320mm con bastidor tubular a una velocidad de 1.100rpm.
- Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z).
- 999 memorias con 40.000.000 de puntadas libres.
- Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4"" con conexión wifi incorporada para la tranferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet.
- desde el panel tenemos la posibilidad desde crear alfabetos como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados.
- Bobinador de hilo de canilla con motor independiente.
- puertos usb/lan.
- 1000 memorias.
- Iluminación led sobre el área de bordado.
- Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.

- Equipamiento suministrado con la máquina:
- Bastidor portal
 - 3 juegos de bastidores tubulares a elegir entre varias medidas.u";NO;medio;0.0;1;;;;;Referencia interna duplicada en Odoo;
DUPLICADO REFERENCIA;REVISAR;BAJA;984;;HCR3-X1504-45;;"HAPPY HCR3-X1504-45  -Máquina de bordar, de 4 cabezas y 15 agujas, con una distancia entre cabezales de 500mm, un campo de bordado de 450x500mm en plano y de 420x440mm con bastidor tubular a una velocidad de 1.100rpm. - Nuevos motores servo, mayor calidad en el bordado (todos los motores de la máquina son servomotores, X, Y y Z). -Dotada de sujetahilos tipo clip, puntero de posición en el primer cabezal, panel de control táctil de 10,4&quot;, con conexión WIFI incorporada para la transferencia bidireccional entre ordenador y máquina de diseños, sin necesidad de acceso a internet. -Desde el panel tenemos la posibilidad, desde crear alfabetos, como combinar 2 diseños en 1, así como una gran cantidad de funciones para la edición y el posicionamiento de los bordados. - Bobinador de hilo de canilla con motor independiente. - Puertos usb/lan. -Iluminación led sobre el área de bordado. - Opcionalmente dispone de dispositivos de lentejuela, cordón y punzón, así como una gran variedad de bastidores para trabajos específicos.  - Equipamiento suministrado con la máquina: - Bastidor portal. - Kit bastidor de gorras - 3 juegos de bastidores tubulares a elegir entre varias medidas.";NO;legacy;0.0;0;;;;;Referencia interna duplicada en Odoo;
