Categoria;Accion recomendada;Prioridad;ID Odoo;ID WooCommerce;Referencia interna;SKU WC;Nombre;Enlazado WC;Origen;Stock;Pedidos;Variantes;Tipo producto Odoo;Producto relacionado ID;Producto relacionado nombre;Causa / motivo;Notas
IMPORT SIN WC;REVISAR;MEDIA;3334;;HIL40N;;HILO Nº40 NEGRO 1200MTS;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3335;;FD-1204;;SINSIM FD-1204;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3336;;PEC-Y600-1201;;"- MAQUINA DE BORDAR DE UN CABEZAL Y 12 AGUJAS CON CAMPO DE TRABAJO DE 1200X600, EQUIPADA CON GARFIO JAPONÉS, MONITOR DE 10 PULGADAS, CONDUCCIÓN DE BASTIDOR SUSPENDIDA PARA UN MAYOR APROVECHAMIENTO DEL ESPACIO DE BORDADO Y TECNOLOGÍA SERVOMOTOR.

- VELOCIDAD 1200 RPM.
- GARFIO JAPONES HIROSE.
- PANEL S10 PRO, CON CONVERSION DE ARCHIVOS JPG DIRECTAMENTE A DST.
- CAMBIO DE COLOR AUTOMATICO
- FUNCIÓN DE AVANCE Y RETROCESO DEL BASTIDOR CON UN SOLO TOQUE
- FUNCION CORTE DE HILO AUTOMATICO
- ALARMA AUTOMATICA LIMITE DEL DISEÑO
- ILUMINACION LED FRONTAL
- FUNCION TRANSMISION DEL DISEÑO INHALAMBRICO
- FUNCION SELECCION DEL BASTIDOR
- RESTABLECIMIENTO POR FALLO DE CORRIENTE EN UN SOLO TOQUE. OPCIONAL: SISTEMA RECONOCIMIENTO


INCLUYE:
2 X Aro 70, 2 X Aro 110, 2 X Aro 150, 2 X Aro 190, 2 X Aro 270*270 , 2 X Aro 530*330, 1 X Kit de Gorras, Bobinador de Canillas, 1 X Mesa plana, 1 X Bastidor Portal, 1 X Soporte de máquina.";NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3337;;CARD;;CARTA COLOR FISPOLY;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3338;;ISA-0010;;HILO ISACORD 0010 (BLANCO);NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3339;;ISA-0020;;HILO ISACORD 0020 (NEGRO);NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3340;;;;PORTES CTT;NO;import reciente;0.0;20;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3341;;;;PICAJE ALL YOURS;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3343;;;;conos varios;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3345;;LTB1878;;LTB1878;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3346;;LTB1902;;LTB1902;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3347;;LTB1811;;LTB1811;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3348;;LTB1867;;LTB1867;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3350;;LTB1967;;LTB1967;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3351;;LTB1842;;CONO HILO LTB, GROSOR 40, 5000 mts, Color 1842;NO;import reciente;0.0;3;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3352;;;;POLY1761;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3353;;;;ORO 4007;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3354;;;;PLATA 4011;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3355;;;;POLY1767;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3356;;ISAMET 0511;;HILO ISAMET 40 5000M METAL 0511;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3358;;;;PICAJE GLO&BEAUTY;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3359;;LTB1843;;LTB1843;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3360;;;;COLOR 1843;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3361;;;;ALBARÁN 024701;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3362;;;;[GBB27-90RG] AGUJAS B27-80RG;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3363;;[GBB27-90RG];;AGUJAS B27-90RG;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3364;;;;[GBB27-90RG] AGUJAS B27-100RG;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3365;;[GBB27-100RG];;AGUJAS B27-100RG;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3366;;;;AGUJAS 134S-80;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3367;;GB134LR-60;;AGUJAS 134LR-60;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3368;;PEC-1201;;SINSIM PEC-1201;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3369;;;;PORTS CTT;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3370;;;;TRABAJOS;NO;import reciente;0.0;9;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3371;;FW-SIYAH;;HILO DE LANA FISWOOLY 1000MT NEGRO;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3372;;FW-BEYAZ;;HILO DE LANA FISWOOLY 1000MT BLANCO;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3373;;FW-811400;;HILO DE LANA FISWOOLY 1000MT 811400;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3374;;;;CORREA REDUCTORA X ZSK;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3375;;;;CORREA PATIN X ZSK;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3376;;DESPLABORD;;DESPLAZAMIENTO A CLIENTE;NO;import reciente;0.0;27;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3377;;;;TRABAJOS EN CLIENTE;NO;import reciente;0.0;12;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3378;;;;ENCODER MAQUINA DE TOLDOS TENDAL;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3379;;GB134-35LR-130;;AGUJAS 134-35LR-130;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3380;;GB134-35LR-140;;AGUJAS 134-35LR-140;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3381;;;;SOLENOIDE PICKER TAJIMA TMFX5;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3382;;;;PORTES DHL;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3383;;;;LTB1988;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3384;;;;LTB1918;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3385;;;;LTB1866;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3386;;;;LTB1673;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3387;;;;PICAJE MESVIAL;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3388;;;;PICAJE DATALOGIC;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3389;;;;PICAJE OVILLO;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3390;;;;PICAJE CHEF;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3391;;;;DIENTE CH8B;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3392;;;;PICAJE ANABEL;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3393;;LTB1938;;CONO HILO LTB, GROSOR 40, 5000 mts, Color 1938;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3394;;ISAMET0493;;HILO ISAMET 40 5000M METAL 0493;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3395;;;;HILO LTB;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3396;;PEX(12+6)(1+1);;PEX (12+6)(1+1);NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3397;;ISAMET0491;;HILO ISAMET 40 5000M METAL 0491;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3398;;;;Accesorios;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3399;;;;hcdu13011;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3401;;;;KIT INICIO BORDADO;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3402;;;;MÁQUINA DURKOPP ADLER 888-160122M;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3403;;;;91-011165-04/3.0 3;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3404;;GB134-35R-120;;AGUJAS 134-35R-120;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3405;;;;muestras de entretelas;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3406;;;;TRABAJOS REALIZADOS;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3407;;RICOMA CHT 1202;;RICOMA CHT 1202;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3408;;;;NOTA;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3409;;S080 651330;;DIENTE ZIGZAG (10 MM) DK 52X, GBZZ568;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3410;;;;nylon;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3411;;;;nylon negro;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3412;;HCR908022;;CONJUNTO BIELA MOVIMIENTO RECIPROCADOR/BARRA AGUJA;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3413;;0888 150650;;TAPA COLUMNA IZQ. DK 888;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3414;;;;CADENA CINTA ARRASTRE;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3415;;;;TRABAJOS REALIZADOS;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3416;;GB134S-65;;AGUJAS 134S-65;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3417;;GB134KKSD-70;;AGUJAS 134KKSD-70;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3418;;0265 012321;;GARFIO DK 265;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3419;;;;CUCHILLA FIJA DK 265;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3420;;0265 012265;;CUCHILLA FIJA DK 265;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3421;;;;CUCHILLA MOVIL DK 265;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3422;;;;RESORTE DK;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3423;;;;LEAF SPRING DK;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3424;;ISAMET0490;;HILO ISAMET 40 5000M METAL 0490;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3425;;S080 094094;; BOBINA DEL ABREDISCOS DE LA DK 524 ;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3426;;0688 160474;;MANDO PUNTADA DK 867;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3427;;0867 150764;;INTERIOR DK 867;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3428;;9850 001089;;LED DK 52X;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3429;;0688 100060;;TAPA COLUMNA DK 888;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3430;;S080 818711;;RESORTE DK ;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3431;;0265 008772;;CUCHILLA MOVIL DK 265;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3432;;0268 140070;;LEAF SPRING DK;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3434;;JACK JK -E4S-5-03/233;;JACK JK -E4S-5-03/233;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3435;;STAD03004;;TORNILLO PLACA REFUERZO BASTIDOR GORRAS HCS;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3436;;;;TRABAJOS EN APARADO;NO;import reciente;0.0;3;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3437;;;;TRABAJOAPA;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3438;;;;KM SL-10 MAQUINA DE CORTE VERTICAL;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3439;;LB230070;;BASE DE BLOQUE BARUDAN;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3440;;;;RIBETEADOR INCLINADO 22X6;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3441;;;;CUCHILLA HCS3;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3442;;;;TIH;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3443;;TRAB/DESP/BORD;;TRABAJOS REPARACIÓN//DESPLAZAMIENTO DE MÁQUINAS BORDAR INDUSTRIALES;NO;import reciente;0.0;12;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3444;;TRABAJOSAPAR;;TRABAJOS EN APARADO;NO;import reciente;0.0;45;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3445;;TRABAJOSBORD;;TRABAJOS REALIZADOS EN MÁQUINAS DE BORDAR INDUSTRIALES;NO;import reciente;0.0;3;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3446;;TRABCLIENT;;TRABAJOS EN CLIENTE;NO;import reciente;0.0;6;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3447;;DESPCOS;;DESPLAZAMIENTO EN MÁQUINAS DE COSER;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3448;;ENCHUFERAP;;ENCHUFE RÁPIDO;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3449;;6-82-2Y;;EXCÉNTRICO Nº24 MERROW;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3450;;;;REPARAR POSICIONADOR GORRAS;NO;import reciente;0.0;2;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3451;;NYLONNARANJA;;PRO-NYLON PARA EL BORDADO (1,6m) NARANJA;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3452;;;;Sincro motor;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3453;;;;TORNILLO SUJECCIÓN PLATO MAQ. AUTÓMATA;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3455;;HCT04040;;TAPA CUBRESPIRAL/GARFIO HCT;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3456;;HCT05080;;BOBBIN THREAD HOLDER;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3457;;ROTARY HOOK COVER RETAINING SPRING;;ROTARY HOOK COVER RETAINING SPRING;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3458;;HCT04060;;ROTARY HOOK COVER RETAINING SPRING;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3459;;HCT04070;;ROTARY HOOK COVER TENSION SPRING HCT HAPPY;NO;import reciente;0.0;0;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3460;;GB134-35D-100;;AGUJAS 134-35D-100;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3461;;;;TORNILLO SOPORTE CUCHILLA DK 888;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3462;;;;GOMA TOPE SOLENOIDE ALZAPATAS;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3463;;;;MANGUERA 5 HILOS;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
IMPORT SIN WC;REVISAR;MEDIA;3464;;;;HACER EJE 16 ROSCADO;NO;import reciente;0.0;1;;;;;Creado en import pero sin enlace WooCommerce;Enlazar manualmente o archivar si no existe en WC
